Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_D1_S1-A9_1_22178.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_D1_S1-A10_1_22179.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_D2_S1-A11_1_22180.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_D2_S1-A12_1_22181.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_D3_S1-B1_1_22182.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_D3_S1-B2_1_22183.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_D4_S1-B3_1_22184.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_D4_S1-B4_1_22185.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_L1_S1-B1_1_22186.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_L1_S1-B2_1_22187.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_L2_S1-B3_1_22188.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_L2_S1-B4_1_22189.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_L3_S1-A5_1_22174.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_L3_S1-A6_1_22175.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_L4_S1-A7_1_22176.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_L4_S1-A8_1_22177.d
Q7SXP0	S22BB_DANRE	sec22bb		62543.6	65700	53595.6	54854	49193.4	51939.8	54737.8	55212.9	64232.2	64134.6	82530.2	82916.7	68222.4	68162.7	53524.1	52586.6
Q7SXP2	ULA1_DANRE	nae1		100020	99110.9	107433	107588	89876.3	97062.2	103029	107461	99716.7	106341	102530	96428.3	99505.4	99452.8	102653	103232
Q7SXP4	SRS1A_DANRE	srsf1a		341336	334359	344481	332376	364985	385083	399340	388307	413462	411851	347602	347269	357765	356729	425724	476912
Q7SXP9	Q7SXP9_DANRE	cds2		48902.7	55481.1	47148.8	46109.6	44066.4	47536.3	44848.2	51222.9	25675.4	46676.3	49273.2	42679.4	49903.4	56368.4	39477.5	41424.3
Q7SXR3	MAEA_DANRE	maea		30909.8	23820.7	26397.8	27422.1	23727.6	22834.9	26326.6	27191.4	14065.4	23071.4	25653.8	24354.1	20646.3	24415.9	26299.1	25902.2
Q7SXS7	SETD3_DANRE	setd3		31440.2	33589.6	30998.5	37709.2	30181.5	33265.1	28091.3	32094.5	25372.9	31594.9	38125.6	32107.3	33333.5	33891.8	34469.7	35583.7
Q7SXS9	Q7SXS9_DANRE	ppp1r8b		21104.2	20674.8	27690.9	31224.5	27544.6	25854.4	26322.5	22493.7	23504.7	27764.5	20874.4	20375.6	24102.6	21808.7	24885.7	27067.1
Q7SXT5	Q7SXT5_DANRE	pepd		53380.1	60934.3	58964.3	61034.5	64524.4	70900.8	58367.4	67395.3	58007.5	76345.3	50623	50253.5	45097	48352.7	65945.4	64574.3
Q7SXT7	ZC21A_DANRE	zc2hc1a		12398.7	15330.2	10698.1	9897.44	14774.3	13958.3	13834.3	8947.95			12310.7	11609	16222.1	11702.4		
Q7SXU0	EI3JA_DANRE	eif3ja		67325.8	82497.4	85616.6	77060.3	94660.2	94405.9	72099.1	99890.6	62148.1	82822.1	76578.8	63609.1	77543	85176.1	123259	115323
Q7SXU3	Q7SXU3_DANRE	aldh2.1		527302	532282	570027	553113	556293	537868	598814	595544	509927	500339	532895	519997	549286	561724	535983	599928
Q7SXU7	Q7SXU7_DANRE	ddx39b		153449	149389	104978	111767	138856	135454	175286	177818	136696	123994	121095	110426	140256	139607	106949	121847
Q7SXV9	CALUB_DANRE	calub		77193	80809.6	95688.9	92678.3	79512	77878.5	77630.7	73902.7	72682.6	71552.1	86910.8	79316.2	89815.1	85248.1	86595.4	85292
Q7SXW3	LRC40_DANRE	lrrc40		17926.3	14741.4	12533.6	13347.2	9127.04	10269.5	17059.5	13024	12621.3	12722.8	13084.3	10596.8	14085.7	12318.3	11910.1	11520.2
Q7SXW4	EMC3_DANRE	emc3		66070.7	68088.3	70805.7	64174.1	63915.2	62593.9	54919	51635.5	53415.5	65337.6	71703.1	66192.5	66039.4	54385.2	57177	57364.5
Q7SXW6	ARP2A_DANRE	actr2a		60620.1	49830	46070.4	54909.2	61946.6	85948.6	64836.5	68184.7	80956.4	74036.2	46027.9	48501.4	46330.8	44468	100684	101200
Q7SXW7	Q7SXW7_DANRE	pgm1		260079	260006	263642	267017	261024	271222	271860	277226	296071	311564	244492	235451	245114	238691	320932	349246
Q7SXX4	Q7SXX4_DANRE	hpcal1		50624.9	46937.9	51300.2	53403.4	47989.9	49342.5	47965.5	40606.8	25407.4	47392.6	51729.5	45252.2	49112	48110.9	47559	48451.2
Q7SXX6	Q7SXX6_DANRE	slc33a1		16234.3	17994		16405.4	16234.4		19343.8	17181.6	22640.6		12508.1		10794.1		14521	
Q7SY06	HACD3_DANRE	hacd3		7445.65		13684.6	15342	9589.42	16600.2	8429.62	8913.31					11214	13257.9	12435	11100.8
Q7SY23	AL4A1_DANRE	aldh4a1		356616	396553	376528	373770	360731	375280	315526	336021	415364	455532	292110	282986	297358	306463	410739	423631
Q7SY37	Q7SY37_DANRE	ptpn11b		31438.2	32239.1	27070.6	25042.6	27626.9	31967.7	33893.6	32880.1	34564.7	31042.4	37778.9	35896.2	37443.4	32808	23432.4	25929.7
Q7SY45	Q7SY45_DANRE	vti1b		19640.6	21343	30307.9	32021.5	38089.2	31306.1	22060.8	31031.2	34252.4	33169	18384.7	34352.5	27418.8	18624.1	42635.7	45939.5
Q7SY46	Q7SY46_DANRE	atp6v1aa		600602	595364	543894	585057	608229	638135	620801	641028	723766	753346	546461	547909	578176	607318	658135	757682
Q7SY50	Q7SY50_DANRE	stoml2		41234.5	41008.3	40950.1	45979.6	48530.6	51472	46484.6	40664.3	50911.4	48681.8	40765.1	37044	45001.3	45725.1	48850.4	53999.7
Q7SY59	Q7SY59_DANRE	rap2b		31533.2	38763.9	35102	38723.2	37532.3	45000.5	43344.5	44102.3	62093.9	43085.8	49685.1	43974.8	47258.9	49928.2	47453.6	48864.3
Q7SYB2	THOC1_DANRE	thoc1		43942	47875	44388	45488.9	47180.8	39822.4	48186	51236.8	27719.8	41240.1	49655.4	55288.4	57915.6	60242.3	41487.5	47603.6
Q7SYB8	Q7SYB8_DANRE	gys1		65359.1	59644	46430.1	41131	37956	33507.6	41337.6	44128	46615.5	45347.4	63965.9	61212	56870.5	58761.7	45893.3	41534
Q7SYD0	Q7SYD0_DANRE	cbr1		114399	111699	127615	121730	97226.4	97364.6	110619	114105	104363	99307.9	120998	122171	97226.8	93650	125124	128303
Q7SYD5	SC31A_DANRE	sec31a		23562.1	19183.7	17864.9	18074.6	21190.7	16229.3	20949.2	15208.9	22469.9	22152.9	24791.1	26831.7	28123.8	26268.6	17690	13108
Q7SYD6	Q7SYD6_DANRE	tubgcp2		13621.5	9970.3	11526.6	10455.4	13744	11045.5	13636.2	10988	10873.2	10669.5	11542.7	9259.31	13921.9	13302.7	9293.29	9523.33
Q7SYI8	Q7SYI8_DANRE	ccdc82		7721.24		7035.05	6597.43	5688.14	5878.46	9379.74	6823.6			7330.4			8590.52	9106.93	7764.26
Q7SYJ9	SPAG7_DANRE	spag7		138312	148419	155004	153822	168288	152336	166448	152760	199514	165620	175610	174291	194448	166602	142788	146107
Q7SYK0	CHID1_DANRE	chid1		43829.7	41576.4	41152.4	42361.1	35432	34175.8	34638.2	37994.1	18616.2	31137.6	38755	39085.8	35136.1	40151.6	40486.1	22221.8
Q7SYK7	AATM_DANRE	got2a		2.88007e+06	3.10355e+06	2.93123e+06	3.00218e+06	2.77058e+06	2.82216e+06	2.7574e+06	2.74036e+06	2.90748e+06	3.06236e+06	2.51343e+06	2.6622e+06	2.77804e+06	2.85152e+06	2.89369e+06	3.23645e+06
Q7SYM1	Q7SYM1_DANRE	foxk1		16955.4	13180.3	12182.7	12186	11889.2	13421.4	18256.3	16355.8	13233.1	5113.72	8768.76	8216.59	10548.2	12743.3	7773.38	7996.28
Q7SYN4	5NT3_DANRE	nt5c3		55571.1	54016.7	50379.6	52063.3	35529.2	38252.6	43464.2	43667.9	39826.9	49389.1	69343.2	61280.7	66909.3	71116.5	44252	37919.4
Q7SYN5	RXRBA_DANRE	rxrba		18899	15139.7	21259	24171.2	20003.4	19731.6	22474.5	18943.3	20578	20862.3	23095.7	25304.2	18505.6	22755.8	17752.4	20051.4
Q7SZ49	Q7SZ49_DANRE	sdr16c5b		29961	25742.3	20786.5	20503.2	27568.5	27756.3	27302.9	30994.4	24608.9	31364	36906.1	34694.5	28814.9	25273.1	31639.4	33394
Q7SZ52	Q7SZ52_DANRE	fxyd6						47406.1	33432.1	47422.2	38679.7	54862.3	46788.8	42886.7	58186.3	40054.4	47800.4	39702.1	43052.5
Q7SZC2	XPO2_DANRE	cse1l		123857	115949	133297	128982	133722	142889	127458	130939	182637	166293	128111	136615	137516	128313	148990	169169
Q7SZC7	Q7SZC7_DANRE	pgrmc2		22453.3	26372.4	24151.9	21167.6	15576.5		20090.7	29104.9		10108.6				12518.5		19690.9
Q7SZC9	Q7SZC9_DANRE	hnrnpr		61239.1	65526.4	92570.3	99650.5	116692	131152	98333.3	98483	161772	140925	67116.4	74626.4	58883.2	57008.2	134864	164788
Q7SZD3	Q7SZD3_DANRE	hspa5		705088	737573	772935	803524	776062	864808	712359	861358	852836	1.04146e+06	565318	627129	602106	615627	1.2466e+06	1.5457e+06
Q7SZE3	L2GL2_DANRE	llgl2		46065.4	51073.8	53732.5	50656.5	52702.8	52130.6	52729.5	47128.3	53181.9	52069.7	54759.6	54128.5	43676.4	42776.1	47494.4	47952.1
Q7SZE4	Q7SZE4_DANRE	cxxc1b			11669.9	8923.19	10735.7	11587.5		11575.6	7727.57		11514.4	11543.8	11687.3	10711.8	11737.2	10444.9	9296.97
Q7SZE5	SC23A_DANRE	sec23a		159705	150692	143136	133428	135275	137050	147958	146020	140396	138440	182257	163207	174457	158447	131415	135448
Q7SZF1	CE022_DANRE	zgc:56556		18040.5	22729.7	20309.6	27709.8	22325.5	22557.6	24672.8	25981.6	25600.1	29632	23282.8	22745.4	31603.7	23696.7	23018.9	25373.5
Q7SZF4	Q7SZF4_DANRE	bag6		27299.2	27599.1	32675.9	32928.3	27423.1	29381.6	25747.9	28204		25539.5	31122.2	27687.2	34270.3	32740.2	40286.2	44355.7
Q7SZM6	Q7SZM6_DANRE	timp2a		59441	41846	3405.78	3171.07	39042.4	3573.73	39734.2				68295.6	74901	61239.6	30580.7	3162.38	
Q7SZN2	RN170_DANRE	rnf170		15431.1	16891.3	23508.2	26535.2	17216.2	18407.3	14184.8	18836	16331.1	17111.2	16825.5	18249	8561.44	9317.68	19213	19642.4
Q7SZP2	CA052_DANRE	zgc:65873		74777.9	77822.1	72800	72522.6	75683.8	70268.6	74823.2	68541.6	68722.1	62697.6	71428.3	76516.3	81255.7	72350.4	63714.7	69961.1
Q7SZP4	Q7SZP4_DANRE	neff1		131649	127858	101819	107602	89795.5	95850.5	78202.2	83622.4	106910	114586	72417.1	74153.3	91997.6	85952.1	98321.2	101508
Q7SZQ4	MFFB_DANRE	zgc:66022		25649.5	24796.6	23624.3	21330.5	20955	19211.8	18879	18786.4	21410.6	22047.6	31220.1	30197.1	24181.2	24846.8	26171.9	23029.9
Q7SZQ6	Q7SZQ6_DANRE	arhgdig		123760	129392	193424	193243	159370	153667	88813.9	98252.1	123801	96960.1	146881	150287	111172	121402	192661	229147
Q7SZQ8	Q7SZQ8_DANRE	ptges3a		86633	77704.1	84355.2	84782.2	80090.3	91323.3	84901.4	78135.8	135260	133082	82969.6	86013.8	78742	72619.5	102775	118168
Q7SZQ9	Q7SZQ9_DANRE	gnl2		14348.6	16001.8	13786.2	18263	16188.9	13696.2	14315.5	17170.2	20315.9	13642	13019.4	16439	18133.8	15067	18206.3	16101.3
Q7SZR0	Q7SZR0_DANRE	ddc		26775.1	28495.7	25246	23719.9	27803.7	23361.2	28628.2	23969.2	31014.1	30029.1	27284.2	29020.4	34879.9	30346.6	27160.9	25533.4
Q7SZR4	Q7SZR4_DANRE	pgam1a		186085	187520	213566	221005	242063	265459	205425	219165	318950	263619	184457	181462	203752	157555	232905	280800
Q7SZR5	SUMO1_DANRE	sumo1		53100.6	56129.4	62292.4	62110.2	64520.4	50476.6	56949.3	50516.3	19725.9	45939.7	62502.2	79933.6	68326.2	65841.4	55405.9	51722.1
Q7SZR9	Q7SZR9_DANRE	wdr77		30960.9	29710.3	35570.9	37458.4	45524	41760.7	31625.4	36364	34054.6	30729.7	44849.4	42814.1	38149.8	38194.4	36037.2	35485.6
Q7SZW5	Q7SZW5_DANRE	pnp4a		8139.13		10683.3	8212.94	11435.2	9935.81	13864	15037.5		6598.08	18345.4	16519.2	19912.5	17739.4	8239.13	8137.13
Q7SZZ5	Q7SZZ5_DANRE	vamp2		204349	202039	276431	273404	260910	339783	235585	275709	657362	651374	190236	163443	122256	127901	477547	644949
Q7T010	GATB_DANRE	gatb		34660.7	32367.3	27292.4	25030.9	25971.1	26048.4	27729.2	26177.1	34558.6	25415.3	31432.2	28292.2	34384.6	31367.6	28933.6	27984.8
Q7T012	HDHD3_DANRE	hdhd3		32396.1	27551.8	34333.3	36015.6	32638.6	25257.5	30992.8	26465.6	40670.1	26668.9	35152.7	37455.8	34477.6	36134.9	30099.5	15559.2
Q7T0F4	Q7T0F4_DANRE	crabp1a		497014	504201	622015	648949	620519	659869	585540	614275	562757	678964	559182	555567	480560	482897	761636	892135
Q7T133	Q7T133_DANRE	pcp4l1		60257	67910.1	83133.8	87322.9	63828.9	64442.9	58761.9	71568.3	39501	83051.6	28214.2	37567.8	24117.2	33883.5	108707	102600
Q7T1D7	Q7T1D7_DANRE	fmo5		37361.7	41020.2	67674.4	68650.2	61796	59813.1	51100.2	57642.4	78404.3	69218.9	53922	47511	54966.3	48261.8	77155.8	69902.9
Q7T1E0	Q7T1E0_DANRE	gpd1b		353375	349684	280689	275978	195927	192400	229446	226373	275229	280279	260983	255681	276185	285692	303581	304777
Q7T1J9	Q7T1J9_DANRE	rps10		77291.8	77651.1	68435.2	72029.3	77202.2	88700.3	91713.9	91246.5	82917	84516.9	64001.9	70379.6	74981.6	80727.7	70166.9	63303.6
Q7T1K0	Q7T1K0_DANRE	rpl17		276253	282672	302872	282023	254314	265499	238712	267452	212211	256454	330641	308321	324459	295508	337389	365640
Q7T1R2	Q7T1R2_DANRE	tgfbi		61698.5	64018.2	41948.5	39420.6	58477.3	53200.5	51589.5	49935.2	47244.8	49529.2	52655	51554.9	44709.2	42006	87746	87105.4
Q7T293	SDE2_DANRE	sde2		12930.8	9056.26	7624.4	7882.91	7375.97	5184.71	6854.47			11368.5	8202.66	6474.8		7659.55	8007.57	9708.22
Q7T297	ARB2A_DANRE	arb2a		167421	164377	176317	165455	165009	131799	150156	165516	140536	132473	176307	158214	154675	180038	163024	143539
Q7T2A0	Q7T2A0_DANRE	tra2a		74046.8	76661.3	62194.7	61355.6	61198.4	61472.8	67154.3	69909.5	65074.5	62944.1	68268.5	76831.6	75937.8	74576.3	67064.5	75337.9
Q7T2A3	DDA1_DANRE	dda1		7436.52	4583	6938.17	8616.46	8213.28	10111.7	8574.07	8692.77		6886.26	7930.53	7248.24	7919.77	5784.89	9206.5	9251.6
Q7T2A5	EIF3L_DANRE	eif3l		87620.9	83303.4	78685.4	74676.6	79413.3	78197.2	87312.9	81678.3	101795	80857.1	89947.9	78122.1	84670.6	86993.2	75522.4	81923.2
Q7T2A8	Q7T2A8_DANRE	sh3bgrl		146506	139431	139666	141364	144158	139757	140645	135981	129700	94484.6	96817	84148.8	169738	162136	160882	164881
Q7T2B5	Q7T2B5_DANRE	ahcyl1		32072.9	43083	35918.7	38531.6	33492.9	36349	29529.1	36377.3	54716.3	48037.3	38833.9	40788.4	29231.8	33510.8	59803.4	61330.9
Q7T2B7	Q7T2B7_DANRE	fibpa		31539.7	33290.2	35561.6	29432.5	33123.4	26996.9	32117.1	28735.2	23600.9	24359	39148.2	39610.8	39349.4	35312.9	27575.1	22324.5
Q7T2B9	MTPN_DANRE	mtpn		390086	394733	376510	374610	368059	351401	385567	372557	327240	344278	399174	395652	395843	389790	361126	347436
Q7T2C1	Q7T2C1_DANRE	cul4a		46329.6	43747.9	48457.4	44650.7	57696	50796	44775.5	49240.2	55758.8	47315.9	54933.6	58171.1	52173.1	55883.9	40262.4	39184.3
Q7T2C2	Q7T2C2_DANRE	acadvl		110966	115851	95731.7	90781.5	97126.2	90930.5	88468	92527.5	109315	96840.2	108460	104423	125422	117916	91109.8	93800.6
Q7T2C6	Q7T2C6_DANRE	rab7a		45091.8	42483.9	62888.9	50547.9	61942.1	63246.2	49661.3	52286	96190.4	76976.4	55443.2	44204.9	47426.7	43705.8	77320	74375.2
Q7T2D4	ERGI2_DANRE	ergic2		14533.2	26147.9	14688.2	13059.5	13607	17468.3	22910.6	20693.3		16689.5	21555.2	17037.7	26070.4	14870.3	16735.4	12149.6
Q7T2E1	Q7T2E1_DANRE	sec13		44561.9	38920.5	38790.2	43347.3	46895.9	45111.1	40943.4	44794.3	67314.8	56440.2	43480.1	39367.4	41551.9	43481.3	59937.8	52204.9
Q7T2F2	Q7T2F2_DANRE	mapkapk2a		41323.5	34964.8	35978.6	33386.1	32994.1	35174	30840.1	36189.9	23328.5	29726.5	45311.2	45794.5	40149.6	47343.3	25102.7	29179.1
Q7T2F5	Q7T2F5_DANRE	napab		50206	47299.2	55714.6	56367.1	54674.3	51070.7	52410.1	51668.4	55655.2	44214.6	67668	59646.5	59055.2	63283.3	51667	59216.5
Q7T2G1	I2B2B_DANRE	irf2bp2b		88362.7	85761.3	104468	97054.4	93494.1	94530.3	90209.8	89662.7	84680.1	98903.1	105490	101449	96856.4	99341.7	96494.5	97196.7
Q7T2J4	Q7T2J4_DANRE	adh8b		31284.7	33530.5	62131.8	62508.9	25016.3	26448.4	53543.4	53541.5	55303.6	46647.4	26009.3	27776.1	38323.5	44698.5	38768.1	38487.8
Q7T2P7	Q7T2P7_DANRE	glula		2.00537e+06	2.2034e+06	2.36738e+06	2.38237e+06	2.051e+06	2.33022e+06	2.25261e+06	2.55301e+06	2.01214e+06	2.5566e+06	1.90657e+06	1.88934e+06	1.67186e+06	1.72575e+06	3.1034e+06	3.42381e+06
Q7T2T7	Q7T2T7_DANRE	mecp2		76537.1	76015.6	93495.3	92654.3	87565.8	85867.4	81177.4	87142.2	77673.9	78538.6	77633.2	78684.1	83628.9	82388.1	96312.6	102422
Q7T2V2	ST1S3_DANRE	sult1st3		29742.2	38881	41034.5	35636	31653.1	31717.2	38544.8	37538.1	72908.8	31130.1	40306.3	39116.7	34482.9	35368.7	56123.2	69877.6
Q7T2V4	Q7T2V4_DANRE	ptk2aa		5142.7		5400.55	8176.87	3900.94	2778.63	7241.03	5096.87			6082.37	4225.75	4815.79	6319.54		7607.19
Q7T300	Q7T300_DANRE	sp4		17840.6	14250.1	15952.2	15631.7	17518.9	22741.4	23630.3	22016.3		24260.5	20392.8	27837.2	22481	16060.5	19360.2	21873.3
Q7T303	Q7T303_DANRE	cnn3a		113062	113229	133905	135073	113012	107239	97633.9	100483	78356.2	82125.8	101325	106783	106757	93072.2	129010	123378
Q7T312	CCD25_DANRE	ccdc25		30890.9	31177.4	28061.3	31152.3	29005.5	30513.6	30864	29452.3	22496.5	29250.1	33706.1	32902	39464.5	37640.8	25778.1	30263.3
Q7T318	Q7T318_DANRE	wasb		10534.6	5091.74	6017.36	6743.41	4761.65		4997.28					7449.42		6456.96		
Q7T319	Q7T319_DANRE	elof1		53513.1	52426.6	67180.9	69590.8	61024.6	57459	52431.8	55068.8	46243	41239.4	43799.5	50972.5	52128.8	47585	63476.2	63065.4
Q7T321	KCMF1_DANRE	kcmf1		23359.2	21453.9	29393.5	29974.5	27633.1	30844.6	30165.8	31744.2	39241.3	34976	34473.5	31563.2	32847.6	32510.3	24728.7	24964.1
Q7T322	NAA35_DANRE	naa35		7869.02	6464.86	8538.45	7624.81	5766.03	6443.56	8926.23	7022.36	5841.52	5582.04	13004.1	9812.28	12480.5	8256.54	4287.8	5686.62
Q7T326	CISD2_DANRE	cisd2		18821	19787.3	24247	23669.4	17598.1	22690.3	21927.5	13452			25254.4	19871.7	18168.1	15875.8	23105.8	24417.5
Q7T334	Q7T334_DANRE	mdh2		2.9809e+06	3.02231e+06	3.2443e+06	3.37404e+06	3.27934e+06	3.39524e+06	2.96555e+06	3.35065e+06	4.33152e+06	4.41515e+06	2.55248e+06	2.5385e+06	2.37276e+06	2.155e+06	4.38147e+06	5.25829e+06
Q7T339	CHMP5_DANRE	chmp5		40046.1	39368.9		29278.5		46476	31454.2				47223.7	40562.5	42657.1	43340.8		41500.6
Q7T340	Q7T340_DANRE	drg1		27385.4	28233.9	27366.6	29370.4	29608	28264.5	31701.7	32226.6	24549.8	30831.7	28088.8	29761.4	23408.9	24058.1	29997.6	29041.4
Q7T351	Q7T351_DANRE	atf1		6464.95	5436.07	5968.61	6895.78	6514.92	4941.32	9615.68	4218.65	3498.71	5854.45	4962.28	7699.89	5042.6	4201.41	6773.19	8124.8
Q7T355	Q7T355_DANRE	arih2		26513.3	27584.8	24751.1	26307	27845.9	25649.7	27585.1	28825.6	25533.4	32119.5	30229.3	32921.6	32338	27728.8	27798.8	27479.6
Q7T356	143BB_DANRE	ywhabb		1.65033e+06	1.66455e+06	1.77277e+06	1.72031e+06	1.72856e+06	1.71471e+06	1.778e+06	1.81663e+06	1.94302e+06	2.01708e+06	1.72513e+06	1.66619e+06	1.66131e+06	1.64339e+06	1.86225e+06	2.09133e+06
Q7T358	Q7T358_DANRE	gspt1l		149994	148897	143208	140934	142541	137021	146749	145697	122149	136847	147292	141780	156146	160005	145103	145572
Q7T361	Q7T361_DANRE	stx8		42229.5	35468.2	38716.3	39264.4	42168.7	33210	41298.6	35052.4	46309.8	40407.6	51893.6	50468.7	47140.3	50027.3	42777.5	31639.9
Q7T366	Q7T366_DANRE	gosr2		32241.4	31580.1	40883.6	32793.1	41826.9	37840.4	32194.3	40019.9	54517	52285.3	36329.3	45987.3	41666.4	43429.1	39470.2	44153.1
Q7T368	Q7T368_DANRE	pdhb		1.1796e+06	1.22473e+06	1.18256e+06	1.26826e+06	1.2257e+06	1.42012e+06	1.11095e+06	1.15606e+06	2.48801e+06	2.29814e+06	930311	960485	875859	958356	1.83868e+06	2.35105e+06
Q7T369	Q7T369_DANRE	wbp2nl		10756.2	9573.11	15609.9	13016.7	11363.4	14682.8	13161.1		13325.4	15738.6	11083			8120.58	17314	16470.7
Q7T370	CDV3_DANRE	cdv3		57301.9	51583.7	53065.2	58518.8	55489.4	56422.9	54235.3	55646.2	53047.5	41459.2	62846.5	59002.6	56405.8	64796.8	52189.2	51464.3
Q7T372	Q7T372_DANRE	arpc1b		41212.3	40351.1	46495.3	40983.7	66405.9	58551.2	43895.1	38419.3	33429.1	28921.9	66837.3	52536.3	63343.5	70096.7	44482.3	40141.2
Q7T379	Q7T379_DANRE	dhdh.1		40918	35172.7	52149.4	49560.6	32773.5	28632.2	30127.7	28187.2	32942.8	34986.8	53471.9	50277.6	50596.5	59777.2	33925.5	36082
Q7T383	Q7T383_DANRE	ralaa		29161.5	34166.8	38080.3	47880.4	37794.6	44428.8	37869.2	42572.3	64768.3	60925	36652.9	34922.6	52736.1	26106.2	59479.3	66071
Q7T385	VTC1A_DANRE	atp6v1c1a		191073	177524	223616	231777	216325	224188	214690	224569	258685	286468	194863	183740	195749	212567	208366	255589
Q7T387	Q7T387_DANRE	abhd14b		48801.8	44044.5	57257.7	48319.1	53498.8	50660.6	50906.5	52170.6	41586	42823.9	51866.9	48120.9	45624.9	46647.3	49896	53675.6
Q7T394	LIS1A_DANRE	pafah1b1a		84463.7	85389.4	78611.7	85369	79226.8	83316.5	86130.8	84025.6	94798.7	83000.1	86934.5	93466.5	85425.9	85415.2	94109.4	94462.5
Q7T399	Q7T399_DANRE	rhoca		223422	233785	261146	261946	234604	241202	226462	243329	230099	227619	214792	212479	203362	210950	283545	280646
Q7T3B0	EIF3M_DANRE	eif3m		36830.1	34035.3	39772.7	35051.4	32378.3	30771.9	37408.1	36852.2	32222.9	36917.5	30929.6	39089.1	33009.1	33281.2	29367	28898.8
Q7T3B1	Q7T3B1_DANRE	psmc2		124782	126363	134364	139861	131170	132587	129353	135571	135161	143360	127460	129692	121492	131460	151409	158011
Q7T3B6	Q7T3B6_DANRE	proca			7674.65	17067.4	19919.6	13383	17354.3	11635.9	12365.5			13578.3	13838.7	11275.1	10336.9	14340.6	18026
Q7T3B8	Q7T3B8_DANRE	naa10		101637	87362.3	98130.9	108385	106960	110009	102266	97840.9	65418.5	105500	108335	108624	109693	114703	106525	98873.7
Q7T3C0	Q7T3C0_DANRE	aimp2		22363.5	25658.6	27153.4	31267.9	26293	28224.4	29490	33900.9	32671.4	40498.1	19330.1	27271.8	14347.2	16268.5	32553.8	42821.5
Q7T3C1	Q7T3C1_DANRE	tcea1		45702.2	42708.8	49988.8	53701.3	49775.3	48948.8	55944.8	50827.1	42304.1	45079	58914.6	53782.9	66247.6	62683	55300.6	57320.1
Q7T3C6	CPSF5_DANRE	nudt21		106169	101680	101045	99976.9	109061	100062	115938	110720	78854.2	99472	98278.5	94126.7	102344	106183	96252.6	94649.9
Q7T3C7	RT4I1_DANRE	rtn4ip1		58124.9	54843.4	50875.5	47461.9	42655.3	41979.2	48172.1	47742.2	58928.9	57415.9	62908	58807.8	58483	55971.9	40948.1	42708.9
Q7T3C9	Q7T3C9_DANRE	srp19		85845.1	89694.8	97123	96814.7	81158.7	84386.1	92822.6	95028.3	81311.7	81272	90693.4	83576.3	87221.3	83615.3	81400.6	79368
Q7T3D3	Q7T3D3_DANRE	gnai1		52747.3	51075.4	44381.4	43747.8	46792.1	50375.9	42537.8	40420.6	60271.2	49734.4	38436.1	44470.4	49160.5	56247.3	54790.7	56309.2
Q7T3D5	Q7T3D5_DANRE	pdcd6		39923	43496.9	38236	35261.6	36428.3	38515.4	35467.6	36019.5	30106	41908.8	49192.2	37016.5	49763.3	41886.9	39147.5	37062.4
Q7T3D6	Q7T3D6_DANRE	gpc1b		29974.2	34861.8	34080.2	37170.6	32086	39712.6	28701.1	41079.5	29708.2	55070.4	17513.5	21741.8	18704.2	24475.8	67562.7	69557.2
Q7T3E1	Q7T3E1_DANRE	diabloa					7075.6	9152.7	7673.02		7395.4		9691.51	7460.88	9712		10126.7		9917.6
Q7T3E4	DBR1_DANRE	dbr1		33595.4	11827.5	45353.7	47563.8	43690.9	42346.9	45641.1	44087.3		31556.3	28687.5	27219.4	43675.2	38888.2	30999.1	47087.7
Q7T3E5	KAT3_DANRE	kyat3		25768.6	27129.4	7122.63	7991.8	14236.2	13452.1	27348.8	27033.9	14987.3	16531.2	15567.5	18285.5	19653	21754.4	10426.9	9191.21
Q7T3E6;Q8JIR0	BMI1A_DANRE;BMI1B_DANRE	bmi1a;bmi1b		21215.6	24894.9	19380.5	23423.2	24368.6	20527.1	22602.5	20050.6	15692.4	13930.2	23303.3	27948	24182.5	18203.5	22728.3	19672.6
